change_type,doc_id,meeting_date,fiscal_year,source_system,doc_type,meeting_type,title
added,laserfiche__364408__minutes,2018-02-27,2018,laserfiche,minutes,regular,02-27-2018 Minutes
added,laserfiche__363707__minutes,2018-02-20,2018,laserfiche,minutes,special,02-20-2018 Minutes Special
added,laserfiche__363706__minutes,2018-02-13,2018,laserfiche,minutes,regular,02-13-2018 Minutes
added,laserfiche__362391__minutes,2018-02-06,2018,laserfiche,minutes,regular,02-06-2018 Minutes
added,laserfiche__362392__minutes,2018-01-23,2018,laserfiche,minutes,regular,01-23-2018 Minutes
added,laserfiche__362100__minutes,2018-01-19,2018,laserfiche,minutes,special,01-19-2018 Minutes Special Retreat
added,laserfiche__362101__minutes,2018-01-19,2018,laserfiche,minutes,special,01-19-2018 Special Called Meeting Minutes
added,laserfiche__361469__minutes,2018-01-09,2018,laserfiche,minutes,regular,01-09-2018 Minutes
added,laserfiche__358094__minutes,2017-10-24,2018,laserfiche,minutes,regular,10-24-2017 Minutes
added,laserfiche__357394__minutes,2017-10-10,2018,laserfiche,minutes,regular,10-10-2017 Minutes
added,laserfiche__357396__minutes,2017-10-10,2018,laserfiche,minutes,regular,10-10-2017 Minutes
added,laserfiche__355329__minutes,2017-09-26,2017,laserfiche,minutes,regular,09-26-2017 Minutes
added,laserfiche__353188__minutes,2017-09-12,2017,laserfiche,minutes,regular,09-12-2017 Minutes
added,laserfiche__353189__minutes,2017-09-05,2017,laserfiche,minutes,regular,09-05-2017 Minutes
added,laserfiche__349370__minutes,2017-08-29,2017,laserfiche,minutes,regular,08-29-2017 Minutes
added,laserfiche__348852__minutes,2017-08-22,2017,laserfiche,minutes,regular,08-22-2017 Minutes
added,laserfiche__348572__minutes,2017-08-08,2017,laserfiche,minutes,regular,08-08-2017 Minutes
added,laserfiche__347567__minutes,2017-08-01,2017,laserfiche,minutes,regular,08-01-2017 Minutes
added,laserfiche__348691__minutes,2017-07-28,2017,laserfiche,minutes,regular,07-28-2017 Minutes
added,laserfiche__347282__minutes,2017-07-25,2017,laserfiche,minutes,regular,07-25-2017 Minutes
added,laserfiche__346468__minutes,2017-07-11,2017,laserfiche,minutes,regular,07-11-2017 Minutes
added,laserfiche__345461__minutes,2017-06-27,2017,laserfiche,minutes,regular,06-27-2017 Minutes
added,laserfiche__344854__minutes,2017-06-13,2017,laserfiche,minutes,regular,06-13-2017 Minutes
added,laserfiche__343310__minutes,2017-06-06,2017,laserfiche,minutes,regular,06-06-2017 Minutes
added,laserfiche__342396__minutes,2017-05-24,2017,laserfiche,minutes,regular,05-24-2017 Joint Minutes CVLGC & Cibolo
added,laserfiche__342395__minutes,2017-05-23,2017,laserfiche,minutes,regular,05-23-2017 Minutes
added,laserfiche__341283__minutes,2017-05-16,2017,laserfiche,minutes,special,05-16-2017 Minutes - Special Meeting
added,laserfiche__341282__minutes,2017-05-09,2017,laserfiche,minutes,regular,05-09-2017 Minutes
added,laserfiche__340021__minutes,2017-05-02,2017,laserfiche,minutes,regular,05-02-2017 Minutes
added,laserfiche__339591__minutes,2017-04-25,2017,laserfiche,minutes,regular,04-25-2017 Minutes
added,laserfiche__338829__minutes,2017-04-18,2017,laserfiche,minutes,regular,04-18-2017 Minutes
added,laserfiche__338826__minutes,2017-04-11,2017,laserfiche,minutes,regular,04-11-2017 Minutes
added,laserfiche__337264__minutes,2017-04-04,2017,laserfiche,minutes,regular,04-04-2017 Minutes
added,laserfiche__337263__minutes,2017-04-03,2017,laserfiche,minutes,special,04-03-2017 Minutes - Special Meeting
added,laserfiche__336918__minutes,2017-03-28,2017,laserfiche,minutes,regular,03-28-2017 Minutes
added,laserfiche__336917__minutes,2017-03-24,2017,laserfiche,minutes,special,03-24-2017 Special Meeting Minutes
added,laserfiche__336919__minutes,2017-03-14,2017,laserfiche,minutes,other,03-14-2017 Cancellation
added,laserfiche__336669__minutes,2017-03-07,2017,laserfiche,minutes,regular,03-07-2017 Minutes
added,laserfiche__335535__minutes,2017-02-28,2017,laserfiche,minutes,regular,02-28-2017 Minutes
added,laserfiche__335155__minutes,2017-02-21,2017,laserfiche,minutes,regular,02-21-2017 Minutes
added,laserfiche__335150__minutes,2017-02-14,2017,laserfiche,minutes,regular,02-14-2017 Minutes
added,laserfiche__333735__minutes,2017-02-07,2017,laserfiche,minutes,regular,02-07-2017 Minutes
added,laserfiche__332640__minutes,2017-01-24,2017,laserfiche,minutes,regular,01-24-2017 Minutes
added,laserfiche__332639__minutes,2017-01-20,2017,laserfiche,minutes,special,01-20-2017 Minutes - Special Meeting
added,laserfiche__332638__minutes,2017-01-10,2017,laserfiche,minutes,regular,01-10-2017 Minutes
added,laserfiche__328536__minutes,2016-12-02,2017,laserfiche,minutes,regular,12-02-2016 Minutes
added,laserfiche__327953__minutes,2016-11-21,2017,laserfiche,minutes,regular,11-21-2016 Minutes
added,laserfiche__327950__minutes,2016-11-01,2017,laserfiche,minutes,regular,11-01-2016 Minutes
added,laserfiche__325622__minutes,2016-10-25,2017,laserfiche,minutes,regular,10-25-2016 Minutes
added,laserfiche__325215__minutes,2016-10-11,2017,laserfiche,minutes,regular,10-11-2016 Minutes
added,laserfiche__324200__minutes,2016-09-27,2016,laserfiche,minutes,regular,09-27-2016 Minutes
added,laserfiche__330240__minutes,2016-09-13,2016,laserfiche,minutes,regular,09-13-2016 Minutes
added,laserfiche__320345__minutes,2016-09-06,2016,laserfiche,minutes,regular,09-06-2016 Minutes
added,laserfiche__320013__minutes,2016-08-30,2016,laserfiche,minutes,regular,08-30-2016 Minutes
added,laserfiche__319795__minutes,2016-08-23,2016,laserfiche,minutes,regular,08-23-2016 Minutes
added,laserfiche__319062__minutes,2016-08-09,2016,laserfiche,minutes,regular,08-09-2016 Minutes
added,laserfiche__318466__minutes,2016-08-02,2016,laserfiche,minutes,regular,08-02-2016 Minutes
added,laserfiche__318465__minutes,2016-07-29,2016,laserfiche,minutes,regular,07-29-2016 Minutes
added,laserfiche__317301__minutes,2016-07-26,2016,laserfiche,minutes,regular,07-26-2016 Minutes
added,laserfiche__316652__minutes,2016-07-12,2016,laserfiche,minutes,regular,07-12-2016 Minutes
added,laserfiche__315884__minutes,2016-06-28,2016,laserfiche,minutes,regular,06-28-2016 Minutes
added,laserfiche__314384__minutes,2016-06-07,2016,laserfiche,minutes,regular,06-07-2016 Minutes
added,laserfiche__312746__minutes,2016-05-25,2016,laserfiche,minutes,regular,05-25-2016 Minutes
added,laserfiche__312744__minutes,2016-05-24,2016,laserfiche,minutes,regular,05-24-2016 Minutes
added,laserfiche__312745__minutes,2016-05-17,2016,laserfiche,minutes,regular,05-17-2016 Minutes
added,laserfiche__310964__minutes,2016-05-10,2016,laserfiche,minutes,regular,05-10-2016 Minutes
added,laserfiche__310244__minutes,2016-05-03,2016,laserfiche,minutes,regular,05-03-2016 Minutes
added,laserfiche__309877__minutes,2016-04-26,2016,laserfiche,minutes,regular,04-26-2016 Minutes
added,laserfiche__309509__minutes,2016-04-12,2016,laserfiche,minutes,regular,04-12-2016 Minutes
added,laserfiche__308609__minutes,2016-04-05,2016,laserfiche,minutes,regular,04-05-2016 Minutes
added,laserfiche__308607__minutes,2016-03-24,2016,laserfiche,minutes,regular,03-24-2016 Minutes
added,laserfiche__308353__minutes,2016-03-22,2016,laserfiche,minutes,regular,03-22-2016 Minutes
added,laserfiche__307492__minutes,2016-03-08,2016,laserfiche,minutes,regular,03-08-2016 Minutes
added,laserfiche__306835__minutes,2016-03-01,2016,laserfiche,minutes,regular,03-01-2016 Minutes
added,laserfiche__306324__minutes,2016-02-23,2016,laserfiche,minutes,regular,02-23-2016 Minutes
added,laserfiche__305815__minutes,2016-02-16,2016,laserfiche,minutes,regular,02-16-2016 Minutes
added,laserfiche__305816__minutes,2016-02-09,2016,laserfiche,minutes,regular,02-09-2016 Minutes
added,laserfiche__304294__minutes,2016-02-02,2016,laserfiche,minutes,regular,02-02-2016 Minutes
added,laserfiche__303633__minutes,2016-01-26,2016,laserfiche,minutes,regular,01-26-2016 Minutes
added,laserfiche__303441__minutes,2016-01-15,2016,laserfiche,minutes,regular,01-15-2016 Minutes
added,laserfiche__303440__minutes,2016-01-12,2016,laserfiche,minutes,regular,01-12-2016 Minutes
added,laserfiche__302665__minutes,2016-01-05,2016,laserfiche,minutes,regular,01-05-2016 Minutes
added,laserfiche__301162__minutes,2015-12-04,2016,laserfiche,minutes,regular,12-04-2015 Minutes
added,laserfiche__300517__minutes,2015-12-01,2016,laserfiche,minutes,regular,12-01-2015 Minutes
added,laserfiche__299904__minutes,2015-11-17,2016,laserfiche,minutes,regular,11-17-2015 Minutes
added,laserfiche__299903__minutes,2015-11-16,2016,laserfiche,minutes,regular,11-16-2015 Minutes
added,laserfiche__298890__minutes,2015-11-10,2016,laserfiche,minutes,regular,11-10-2015 Minutes
added,laserfiche__298381__minutes,2015-10-27,2016,laserfiche,minutes,regular,10-27-2015 Minutes
added,laserfiche__297590__minutes,2015-10-20,2016,laserfiche,minutes,regular,10-20-2015 Minutes
added,laserfiche__296858__minutes,2015-10-13,2016,laserfiche,minutes,regular,10-13-2015 Minutes
added,laserfiche__296353__minutes,2015-09-29,2015,laserfiche,minutes,regular,09-29-2015 Minutes
added,laserfiche__299176__minutes,2015-09-15,2015,laserfiche,minutes,regular,09-15-2015 Joint Minutes
added,laserfiche__294851__minutes,2015-09-08,2015,laserfiche,minutes,regular,09-08-2015 Minutes
added,laserfiche__293617__minutes,2015-09-01,2015,laserfiche,minutes,regular,09-01-2015 Minutes
added,laserfiche__293319__minutes,2015-08-25,2015,laserfiche,minutes,regular,08-25-2015 Minutes
added,laserfiche__293314__minutes,2015-08-18,2015,laserfiche,minutes,regular,08-18-2015 Minutes
added,laserfiche__292697__minutes,2015-08-11,2015,laserfiche,minutes,regular,08-11-2015 Minutes
added,laserfiche__292131__minutes,2015-08-04,2015,laserfiche,minutes,regular,08-04-2015 Minutes
added,laserfiche__291898__minutes,2015-07-28,2015,laserfiche,minutes,regular,07-28-2015 Minutes
added,laserfiche__291514__minutes,2015-07-21,2015,laserfiche,minutes,regular,07-21-2015 Minutes
added,laserfiche__291288__minutes,2015-07-14,2015,laserfiche,minutes,regular,07-14-2015 Minutes
added,laserfiche__291513__minutes,2015-07-14,2015,laserfiche,minutes,regular,07-14-2015 Minutes
added,laserfiche__291205__minutes,2015-07-07,2015,laserfiche,minutes,regular,07-07-2015 Minutes
added,laserfiche__290310__minutes,2015-06-23,2015,laserfiche,minutes,regular,06-23-2015 Minutes
added,laserfiche__290309__minutes,2015-06-19,2015,laserfiche,minutes,regular,06-19-2015 Minutes
added,laserfiche__289972__minutes,2015-06-16,2015,laserfiche,minutes,regular,06-16-2015 Minutes
added,laserfiche__289568__minutes,2015-06-09,2015,laserfiche,minutes,regular,06-09-2015 Minutes
added,laserfiche__289278__minutes,2015-06-02,2015,laserfiche,minutes,regular,06-02-2015 Minutes
added,laserfiche__310699__minutes,2015-05-28,2015,laserfiche,minutes,regular,05-28-2015 CVLGC Joint Minutes
added,laserfiche__310698__minutes,2015-05-28,2015,laserfiche,minutes,regular,05-28-2015 Schertz Joint Minutes
added,laserfiche__288870__minutes,2015-05-26,2015,laserfiche,minutes,regular,05-26-2015 Minutes
added,laserfiche__288247__minutes,2015-05-19,2015,laserfiche,minutes,regular,05-19-2015 Minutes
added,laserfiche__288243__minutes,2015-05-12,2015,laserfiche,minutes,regular,05-12-2015 Minutes
added,laserfiche__287108__minutes,2015-05-05,2015,laserfiche,minutes,regular,05-05-2015 Minutes
added,laserfiche__286553__minutes,2015-04-28,2015,laserfiche,minutes,regular,04-28-2015 Minutes
added,laserfiche__286552__minutes,2015-04-21,2015,laserfiche,minutes,regular,04-21-2015 Minutes
added,laserfiche__285945__minutes,2015-04-14,2015,laserfiche,minutes,regular,04-14-2015 Minutes
added,laserfiche__285710__minutes,2015-04-07,2015,laserfiche,minutes,regular,04-07-2015 Minutes
added,laserfiche__285709__minutes,2015-03-31,2015,laserfiche,minutes,regular,03-31-2015 Minutes
added,laserfiche__285270__minutes,2015-03-24,2015,laserfiche,minutes,regular,03-24-2015 Minutes
added,laserfiche__283390__minutes,2015-03-10,2015,laserfiche,minutes,regular,03-10-2015 Minutes
added,laserfiche__283389__minutes,2015-03-06,2015,laserfiche,minutes,regular,03-06-2015 Minutes
added,laserfiche__282429__minutes,2015-03-03,2015,laserfiche,minutes,regular,03-03-2015 Minutes
added,laserfiche__282104__minutes,2015-02-24,2015,laserfiche,minutes,regular,02-24-2015 Minutes
added,laserfiche__281849__minutes,2015-02-17,2015,laserfiche,minutes,regular,02-17-2015 Minutes
added,laserfiche__281361__minutes,2015-02-10,2015,laserfiche,minutes,regular,02-10-2015 Minutes
added,laserfiche__281009__minutes,2015-02-03,2015,laserfiche,minutes,regular,02-03-2015 Minutes
added,laserfiche__280617__minutes,2015-01-27,2015,laserfiche,minutes,regular,01-27-2015 Minutes
added,laserfiche__280067__minutes,2015-01-20,2015,laserfiche,minutes,regular,01-20-2015 Minutes
added,laserfiche__277634__minutes,2015-01-06,2015,laserfiche,minutes,regular,01-06-2015 Minutes
added,laserfiche__265356__minutes,2014-10-14,2015,laserfiche,minutes,regular,10-14-2014 Minutes
added,laserfiche__264408__minutes,2014-09-23,2014,laserfiche,minutes,regular,09-23-2014 Minutes
added,laserfiche__263133__minutes,2014-09-16,2014,laserfiche,minutes,regular,09-16-2014 Minutes
added,laserfiche__262791__minutes,2014-09-02,2014,laserfiche,minutes,regular,09-02-2014 Minutes
added,laserfiche__262312__minutes,2014-08-26,2014,laserfiche,minutes,regular,08-26-2014 Minutes
added,laserfiche__261897__minutes,2014-08-19,2014,laserfiche,minutes,regular,08-19-2014 Minutes
added,laserfiche__259369__minutes,2014-08-12,2014,laserfiche,minutes,regular,08-12-2014 Minutes
added,laserfiche__258917__minutes,2014-08-05,2014,laserfiche,minutes,regular,08-05-2014 Minutes
added,laserfiche__258699__minutes,2014-07-29,2014,laserfiche,minutes,regular,07-29-2014 Minutes
added,laserfiche__258543__minutes,2014-07-22,2014,laserfiche,minutes,regular,07-22-2014 Minutes
added,laserfiche__257837__minutes,2014-07-15,2014,laserfiche,minutes,regular,07-15-2014 Minutes
added,laserfiche__257535__minutes,2014-07-08,2014,laserfiche,minutes,regular,07-08-2014 Minutes
added,laserfiche__256659__minutes,2014-07-01,2014,laserfiche,minutes,regular,07-01-2014 Minutes
added,laserfiche__233121__minutes,2014-06-24,2014,laserfiche,minutes,regular,06-24-2014 Minutes
added,laserfiche__232284__minutes,2014-06-17,2014,laserfiche,minutes,regular,06-17-2014 Minutes
added,laserfiche__231400__minutes,2014-06-10,2014,laserfiche,minutes,regular,06-10-2014 Minutes
added,laserfiche__230657__minutes,2014-06-03,2014,laserfiche,minutes,regular,06-03-2014 Minutes
added,laserfiche__229864__minutes,2014-05-27,2014,laserfiche,minutes,regular,05-27-2014 Minutes
added,laserfiche__229357__minutes,2014-05-20,2014,laserfiche,minutes,regular,05-20-2014 Minutes
added,laserfiche__228924__minutes,2014-05-06,2014,laserfiche,minutes,regular,05-06-2014 Minutes
added,laserfiche__227458__minutes,2014-04-22,2014,laserfiche,minutes,other,04-22-2014 Mnutes
added,laserfiche__226346__minutes,2014-04-15,2014,laserfiche,minutes,regular,04-15-2014 Minutes
added,laserfiche__225916__minutes,2014-04-08,2014,laserfiche,minutes,regular,04-08-2014 Minutes
added,laserfiche__225912__minutes,2014-04-01,2014,laserfiche,minutes,regular,04-01-2014 Minutes
added,laserfiche__224903__minutes,2014-03-25,2014,laserfiche,minutes,regular,03-25-2014 Minutes
added,laserfiche__224642__minutes,2014-03-18,2014,laserfiche,minutes,regular,03-18-2014 Minutes
added,laserfiche__224499__minutes,2014-03-11,2014,laserfiche,minutes,regular,03-11-2014 Minutes
added,laserfiche__224276__minutes,2014-03-04,2014,laserfiche,minutes,regular,03-04-2014 Minutes
added,laserfiche__227917__minutes,2014-02-25,2014,laserfiche,minutes,regular,02-25-2014 Minutes
added,laserfiche__225898__minutes,2014-02-18,2014,laserfiche,minutes,regular,02-18-2014 Minutes
added,laserfiche__222824__minutes,2014-02-11,2014,laserfiche,minutes,regular,02-11-2014 Minutes
added,laserfiche__222437__minutes,2014-02-04,2014,laserfiche,minutes,regular,02-04-2014 Minutes
added,laserfiche__222436__minutes,2014-01-31,2014,laserfiche,minutes,special,01-31-2014 Minutes-Special Meeting
added,laserfiche__221981__minutes,2014-01-28,2014,laserfiche,minutes,regular,01-28-2014 Minutes
added,laserfiche__220953__minutes,2014-01-21,2014,laserfiche,minutes,regular,01-21-2014 Minutes
added,laserfiche__220678__minutes,2014-01-14,2014,laserfiche,minutes,regular,01-14-2014 Minutes
added,laserfiche__220478__minutes,2014-01-07,2014,laserfiche,minutes,regular,01-07-2014 Minutes
added,laserfiche__216425__minutes,2013-10-29,2014,laserfiche,minutes,regular,10-29-2013 Minutes
added,laserfiche__215888__minutes,2013-10-22,2014,laserfiche,minutes,regular,10-22-2013 Minutes
added,laserfiche__215446__minutes,2013-10-15,2014,laserfiche,minutes,regular,10-15-2013 Minutes
added,laserfiche__215178__minutes,2013-09-24,2013,laserfiche,minutes,regular,09-24-2013 Minutes
added,laserfiche__214246__minutes,2013-09-17,2013,laserfiche,minutes,regular,09-17-2013 Minutes
added,laserfiche__213800__minutes,2013-09-10,2013,laserfiche,minutes,regular,09-10-2013 Minutes
added,laserfiche__213799__minutes,2013-09-06,2013,laserfiche,minutes,regular,09-06-2013 Minutes
added,laserfiche__212908__minutes,2013-09-03,2013,laserfiche,minutes,regular,09-03-2013 Minutes
added,laserfiche__212414__minutes,2013-08-27,2013,laserfiche,minutes,regular,08-27-2013 Minutes
added,laserfiche__212215__minutes,2013-08-20,2013,laserfiche,minutes,regular,08-20-2013 Minutes
added,laserfiche__212214__minutes,2013-08-13,2013,laserfiche,minutes,regular,08-13-2013 Minutes
added,laserfiche__211208__minutes,2013-08-06,2013,laserfiche,minutes,regular,08-06-2013 Minutes
added,laserfiche__211083__minutes,2013-07-30,2013,laserfiche,minutes,regular,07-30-2013 Minutes
added,laserfiche__210447__minutes,2013-07-23,2013,laserfiche,minutes,regular,07-23-2013 Minutes
added,laserfiche__210058__minutes,2013-07-16,2013,laserfiche,minutes,regular,07-16-2013 Minutes
added,laserfiche__210056__minutes,2013-07-09,2013,laserfiche,minutes,regular,07-09-2013 Minutes
added,laserfiche__208250__minutes,2013-07-02,2013,laserfiche,minutes,regular,07-02-2013 Minutes
added,laserfiche__208251__minutes,2013-06-25,2013,laserfiche,minutes,regular,06-25-2013 Minutes
added,laserfiche__207338__minutes,2013-06-18,2013,laserfiche,minutes,regular,06-18-2013 Minutes
added,laserfiche__206895__minutes,2013-06-11,2013,laserfiche,minutes,regular,06-11-2013 Minutes
added,laserfiche__206448__minutes,2013-06-04,2013,laserfiche,minutes,regular,06-04-2013 Minutes
added,laserfiche__204242__minutes,2013-05-28,2013,laserfiche,minutes,regular,05-28-2013 Minutes
added,laserfiche__202625__minutes,2013-05-21,2013,laserfiche,minutes,regular,05-21-2013 Minutes
added,laserfiche__201811__minutes,2013-05-14,2013,laserfiche,minutes,regular,05-14-2013 Minutes
added,laserfiche__228758__minutes,2013-05-13,2013,laserfiche,minutes,regular,05-13-2013 Minutes
added,laserfiche__198494__minutes,2013-05-07,2013,laserfiche,minutes,regular,05-07-2013 Minutes
added,laserfiche__197485__minutes,2013-04-23,2013,laserfiche,minutes,regular,04-23-2013 Minutes
added,laserfiche__196602__minutes,2013-04-16,2013,laserfiche,minutes,regular,04-16-2013 Minutes
added,laserfiche__196601__minutes,2013-04-09,2013,laserfiche,minutes,regular,04-09-2013 Joint & Regular Minutes
added,laserfiche__193860__minutes,2013-04-02,2013,laserfiche,minutes,regular,04-02-2013 Minutes
added,laserfiche__193352__minutes,2013-03-26,2013,laserfiche,minutes,regular,03-26-2013 Minutes
added,laserfiche__190436__minutes,2013-03-19,2013,laserfiche,minutes,regular,03-19-2013 Minutes
added,laserfiche__190027__minutes,2013-03-12,2013,laserfiche,minutes,regular,03-12-2013 Minutes
added,laserfiche__190028__minutes,2013-03-05,2013,laserfiche,minutes,regular,03-05-2013 Minutes
added,laserfiche__394585__minutes,2013-02-26,2013,laserfiche,minutes,regular,02-26-2013 Minutes
added,laserfiche__394584__minutes,2013-02-22,2013,laserfiche,minutes,regular,02-22-2013 Minutes
added,laserfiche__197993__minutes,2013-02-19,2013,laserfiche,minutes,regular,02-19-2013 Minutes
added,laserfiche__188859__minutes,2013-02-15,2013,laserfiche,minutes,regular,02-15-2013 Minutes
added,laserfiche__188390__minutes,2013-02-12,2013,laserfiche,minutes,regular,02-12-2013 Minutes
added,laserfiche__188194__minutes,2013-02-05,2013,laserfiche,minutes,regular,02-05-2013 Minutes
added,laserfiche__187431__minutes,2013-01-29,2013,laserfiche,minutes,regular,01-29-2013 Minutes
added,laserfiche__187062__minutes,2013-01-15,2013,laserfiche,minutes,regular,01-15-2013 Minutes
added,laserfiche__197992__minutes,2013-01-08,2013,laserfiche,minutes,regular,01-08-2013 Minutes
added,laserfiche__180055__minutes,2012-09-25,2012,laserfiche,minutes,regular,09-25-2012 Minutes
added,laserfiche__179405__minutes,2012-09-18,2012,laserfiche,minutes,regular,09-18-2012 Minutes
added,laserfiche__179156__minutes,2012-09-11,2012,laserfiche,minutes,regular,09-11-2012 Minutes
added,laserfiche__178555__minutes,2012-09-04,2012,laserfiche,minutes,regular,09-04-2012 Minutes
added,laserfiche__178427__minutes,2012-08-28,2012,laserfiche,minutes,regular,08-28-2012 Minutes
added,laserfiche__177892__minutes,2012-08-21,2012,laserfiche,minutes,regular,08-21-2012 Minutes
added,laserfiche__177891__minutes,2012-08-20,2012,laserfiche,minutes,regular,08-20-2012 Minutes
added,laserfiche__177684__minutes,2012-08-14,2012,laserfiche,minutes,regular,08-14-2012 Minutes
added,laserfiche__177619__minutes,2012-08-07,2012,laserfiche,minutes,regular,08-07-2012 Minutes
added,laserfiche__177350__minutes,2012-07-31,2012,laserfiche,minutes,workshop,07-31-2012 Workshop Minutes
added,laserfiche__177349__minutes,2012-07-24,2012,laserfiche,minutes,regular,07-24-2012 Minutes
added,laserfiche__177045__minutes,2012-07-17,2012,laserfiche,minutes,regular,07-17-2012 Minutes
added,laserfiche__175744__minutes,2012-07-10,2012,laserfiche,minutes,regular,07-10-2012 Minutes
added,laserfiche__175365__minutes,2012-06-26,2012,laserfiche,minutes,regular,06-26-2012 Minutes
added,laserfiche__174310__minutes,2012-06-19,2012,laserfiche,minutes,regular,06-19-2012 Minutes
added,laserfiche__173938__minutes,2012-06-12,2012,laserfiche,minutes,regular,06-12-2012 Minutes
added,laserfiche__173666__minutes,2012-06-05,2012,laserfiche,minutes,regular,06-05-2012 Minutes
added,laserfiche__173667__minutes,2012-05-29,2012,laserfiche,minutes,regular,05-29-2012 Minutes
added,laserfiche__173120__minutes,2012-05-22,2012,laserfiche,minutes,regular,05-22-2012 Minutes
added,laserfiche__172864__minutes,2012-05-15,2012,laserfiche,minutes,regular,05-15-2012 Minutes
added,laserfiche__172621__minutes,2012-05-08,2012,laserfiche,minutes,regular,05-08-2012 Minutes
added,laserfiche__172158__minutes,2012-05-01,2012,laserfiche,minutes,regular,05-01-2012 Minutes
added,laserfiche__171721__minutes,2012-04-24,2012,laserfiche,minutes,regular,04-24-2012 Minutes
added,laserfiche__169186__minutes,2012-04-17,2012,laserfiche,minutes,regular,04-17-2012 Minutes
added,laserfiche__168659__minutes,2012-03-27,2012,laserfiche,minutes,regular,03-27-2012 Minutes
added,laserfiche__167880__minutes,2012-03-20,2012,laserfiche,minutes,regular,03-20-2012 Minutes
added,laserfiche__167503__minutes,2012-03-13,2012,laserfiche,minutes,regular,03-13-2012 Minutes
added,laserfiche__166818__minutes,2012-03-06,2012,laserfiche,minutes,regular,03-06-2012 Minutes
added,laserfiche__166964__minutes,2012-03-01,2012,laserfiche,minutes,special,03-01-2012 Special Joint Meeting
added,laserfiche__166508__minutes,2012-02-28,2012,laserfiche,minutes,regular,02-28-2012 Minutes
added,laserfiche__165830__minutes,2012-02-21,2012,laserfiche,minutes,regular,02-21-2012 Minutes
added,laserfiche__165566__minutes,2012-02-14,2012,laserfiche,minutes,regular,02-14-2012 Minutes
added,laserfiche__165031__minutes,2012-02-07,2012,laserfiche,minutes,regular,02-07-2012 Minutes
added,laserfiche__164356__minutes,2012-01-31,2012,laserfiche,minutes,regular,01-31-2012 Minutes
added,laserfiche__163711__minutes,2012-01-24,2012,laserfiche,minutes,regular,01-24-2012 Minutes
added,laserfiche__163709__minutes,2012-01-17,2012,laserfiche,minutes,regular,01-17-2012 Minutes
added,laserfiche__163144__minutes,2012-01-10,2012,laserfiche,minutes,regular,01-10-2012 Minutes
added,laserfiche__161842__minutes,2012-01-03,2012,laserfiche,minutes,regular,01-03-2012 Minutes
added,laserfiche__150669__minutes,2011-09-13,2011,laserfiche,minutes,regular,09-13-2011 Minutes
added,laserfiche__148750__minutes,2011-08-30,2011,laserfiche,minutes,regular,08-30-2011 Minutes
added,laserfiche__150159__minutes,2011-08-29,2011,laserfiche,minutes,regular,08-29-2011 Minutes
added,laserfiche__148371__minutes,2011-08-23,2011,laserfiche,minutes,regular,08-23-2011 Minutes
added,laserfiche__148138__minutes,2011-08-16,2011,laserfiche,minutes,regular,08-16-2011 Minutes
added,laserfiche__147196__minutes,2011-08-09,2011,laserfiche,minutes,regular,08-09-2011 Minutes
added,laserfiche__147101__minutes,2011-08-02,2011,laserfiche,minutes,regular,08-02-2011 Minutes
added,laserfiche__146592__minutes,2011-07-26,2011,laserfiche,minutes,regular,07-26-2011 Minutes
added,laserfiche__146139__minutes,2011-07-12,2011,laserfiche,minutes,regular,07-12-2011 Minutes
added,laserfiche__145284__minutes,2011-07-05,2011,laserfiche,minutes,regular,07-05-2011 Minutes
added,laserfiche__145223__minutes,2011-06-28,2011,laserfiche,minutes,regular,06-28-2011 Minutes
added,laserfiche__144733__minutes,2011-06-21,2011,laserfiche,minutes,regular,06-21-2011 Minutes
added,laserfiche__144096__minutes,2011-06-14,2011,laserfiche,minutes,regular,06-14-2011 Minutes
added,laserfiche__144095__minutes,2011-06-07,2011,laserfiche,minutes,regular,06-07-2011 Minutes
added,laserfiche__143283__minutes,2011-06-01,2011,laserfiche,minutes,regular,06-01-2011 Minutes
added,laserfiche__143284__minutes,2011-05-24,2011,laserfiche,minutes,regular,05-24-2011 Minutes
added,laserfiche__142583__minutes,2011-05-17,2011,laserfiche,minutes,regular,05-17-2011 Minutes
added,laserfiche__141981__minutes,2011-05-10,2011,laserfiche,minutes,regular,05-10-2011 Minutes
added,laserfiche__141319__minutes,2011-05-03,2011,laserfiche,minutes,regular,05-03-2011 Minutes
added,laserfiche__141318__minutes,2011-05-02,2011,laserfiche,minutes,regular,05-02-2011 Minutes
added,laserfiche__140456__minutes,2011-04-26,2011,laserfiche,minutes,regular,04-26-2011 Minutes
added,laserfiche__139980__minutes,2011-04-19,2011,laserfiche,minutes,regular,04-19-2011 Minutes
added,laserfiche__139732__minutes,2011-04-12,2011,laserfiche,minutes,regular,04-12-2011 Minutes
added,laserfiche__139418__minutes,2011-03-29,2011,laserfiche,minutes,regular,03-29-2011 Minutes
added,laserfiche__138767__minutes,2011-03-22,2011,laserfiche,minutes,regular,03-22-2011 Minutes
added,laserfiche__139428__minutes,2011-03-15,2011,laserfiche,minutes,regular,03-15-2011 Minutes
added,laserfiche__138642__minutes,2011-03-08,2011,laserfiche,minutes,regular,03-08-2011 Minutes
added,laserfiche__138534__minutes,2011-03-01,2011,laserfiche,minutes,regular,03-01-2011 Minutes
added,laserfiche__139427__minutes,2011-02-22,2011,laserfiche,minutes,regular,02-22-2011 Minutes
