change_type,doc_id,meeting_date,fiscal_year,source_system,doc_type,meeting_type,title
added,laserfiche__137638__minutes,2011-02-15,2011,laserfiche,minutes,regular,02-15-2011 Minutes
added,laserfiche__137637__minutes,2011-02-08,2011,laserfiche,minutes,regular,02-08-2011 Minutes
added,laserfiche__137636__minutes,2011-02-02,2011,laserfiche,minutes,regular,02-02-2011 Minutes
added,laserfiche__137199__minutes,2011-01-31,2011,laserfiche,minutes,regular,01-31-2011 Minutes
added,laserfiche__139426__minutes,2011-01-31,2011,laserfiche,minutes,regular,01-31-2011 Minutes (2)
added,laserfiche__137200__minutes,2011-01-25,2011,laserfiche,minutes,regular,01-25-2011 Minutes
added,laserfiche__139425__minutes,2011-01-22,2011,laserfiche,minutes,regular,01-22-2011 Minutes
added,laserfiche__136397__minutes,2011-01-18,2011,laserfiche,minutes,regular,01-18-2011 Minutes
added,laserfiche__136382__minutes,2011-01-11,2011,laserfiche,minutes,regular,01-11-2011 Minutes
added,laserfiche__136288__minutes,2011-01-01,2011,laserfiche,minutes,regular,01-01-2011 Minutes
added,laserfiche__129062__minutes,2010-07-13,2010,laserfiche,minutes,other,07-13-10
added,laserfiche__121187__minutes,2010-04-27,2010,laserfiche,minutes,other,04-27-2010
added,laserfiche__121016__minutes,2010-04-13,2010,laserfiche,minutes,other,04-13-10
added,laserfiche__120595__minutes,2010-04-06,2010,laserfiche,minutes,other,04-06-10
added,laserfiche__120273__minutes,2010-03-30,2010,laserfiche,minutes,other,03-30-10
added,laserfiche__119894__minutes,2010-03-23,2010,laserfiche,minutes,other,03-23-10
added,laserfiche__119893__minutes,2010-03-23,2010,laserfiche,minutes,other,03-23-10-Council/PZ
added,laserfiche__119230__minutes,2010-03-16,2010,laserfiche,minutes,other,03-16-10
added,laserfiche__118395__minutes,2010-03-09,2010,laserfiche,minutes,other,03-09-10
added,laserfiche__117804__minutes,2010-02-25,2010,laserfiche,minutes,other,02-25-10-Council/EDC
added,laserfiche__117803__minutes,2010-02-23,2010,laserfiche,minutes,other,02-23-10
added,laserfiche__117306__minutes,2010-02-16,2010,laserfiche,minutes,other,02-16-10
added,laserfiche__113406__minutes,2010-02-09,2010,laserfiche,minutes,other,02-09-10
added,laserfiche__112900__minutes,2010-02-02,2010,laserfiche,minutes,other,02-02-10
added,laserfiche__112713__minutes,2010-01-26,2010,laserfiche,minutes,other,01-26-10
added,laserfiche__112241__minutes,2010-01-19,2010,laserfiche,minutes,other,01-19-10
added,laserfiche__111878__minutes,2010-01-12,2010,laserfiche,minutes,other,01-12-10
added,laserfiche__111454__minutes,2010-01-05,2010,laserfiche,minutes,other,01-05-10
added,laserfiche__107883__minutes,2009-09-29,2009,laserfiche,minutes,other,09-29-09
added,laserfiche__107506__minutes,2009-09-22,2009,laserfiche,minutes,other,09-22-09
added,laserfiche__107087__minutes,2009-09-08,2009,laserfiche,minutes,other,09-08-09
added,laserfiche__107086__minutes,2009-09-01,2009,laserfiche,minutes,other,09-01-09
added,laserfiche__106628__minutes,2009-08-25,2009,laserfiche,minutes,other,08-25-09
added,laserfiche__106431__minutes,2009-08-18,2009,laserfiche,minutes,other,08-18-09
added,laserfiche__106296__minutes,2009-08-11,2009,laserfiche,minutes,other,08-11-09
added,laserfiche__106027__minutes,2009-08-04,2009,laserfiche,minutes,other,08-04-09
added,laserfiche__105838__minutes,2009-07-28,2009,laserfiche,minutes,other,07-28-09
added,laserfiche__105022__minutes,2009-07-21,2009,laserfiche,minutes,other,07-21-09
added,laserfiche__104332__minutes,2009-07-14,2009,laserfiche,minutes,other,07-14-09
added,laserfiche__104234__minutes,2009-07-07,2009,laserfiche,minutes,other,07-07-09
added,laserfiche__104012__minutes,2009-06-23,2009,laserfiche,minutes,other,06-23-09
added,laserfiche__101019__minutes,2009-06-16,2009,laserfiche,minutes,other,06-16-09
added,laserfiche__96108__minutes,2009-05-26,2009,laserfiche,minutes,other,05-26-09
added,laserfiche__95239__minutes,2009-05-19,2009,laserfiche,minutes,other,05-19-09
added,laserfiche__93612__minutes,2009-05-12,2009,laserfiche,minutes,other,05-12-09
added,laserfiche__93377__minutes,2009-05-05,2009,laserfiche,minutes,other,05-05-09
added,laserfiche__92785__minutes,2009-04-21,2009,laserfiche,minutes,other,04-21-09
added,laserfiche__121075__minutes,2009-04-20,2009,laserfiche,minutes,other,04-20-09
added,laserfiche__92641__minutes,2009-04-14,2009,laserfiche,minutes,other,04-14-09
added,laserfiche__91903__minutes,2009-03-28,2009,laserfiche,minutes,other,03-28-09
added,laserfiche__91902__minutes,2009-03-24,2009,laserfiche,minutes,other,03-24-09
added,laserfiche__80177__minutes,2009-03-17,2009,laserfiche,minutes,other,03-17-09
added,laserfiche__80085__minutes,2009-03-10,2009,laserfiche,minutes,other,03-10-09
added,laserfiche__79903__minutes,2009-03-03,2009,laserfiche,minutes,other,03-03-09
added,laserfiche__78555__minutes,2009-02-24,2009,laserfiche,minutes,other,02-24-09
added,laserfiche__77886__minutes,2009-02-17,2009,laserfiche,minutes,other,02-17-09
added,laserfiche__77109__minutes,2009-02-10,2009,laserfiche,minutes,other,02-10-09
added,laserfiche__76541__minutes,2009-01-27,2009,laserfiche,minutes,other,01-27-09
added,laserfiche__76325__minutes,2009-01-20,2009,laserfiche,minutes,other,01-20-09
added,laserfiche__75821__minutes,2009-01-13,2009,laserfiche,minutes,other,01-13-09
added,laserfiche__74831__minutes,2009-01-06,2009,laserfiche,minutes,other,01-06-09
added,laserfiche__71659__minutes,2008-10-21,2009,laserfiche,minutes,other,10-21-2008
added,laserfiche__71251__minutes,2008-10-14,2009,laserfiche,minutes,other,10-14-08
added,laserfiche__71113__minutes,2008-09-23,2008,laserfiche,minutes,other,09-23-2008
added,laserfiche__69338__minutes,2008-09-16,2008,laserfiche,minutes,other,09-16-2008
added,laserfiche__68318__minutes,2008-09-09,2008,laserfiche,minutes,other,09-09-2008
added,laserfiche__66724__minutes,2008-09-02,2008,laserfiche,minutes,other,09-02-2008
added,laserfiche__66613__minutes,2008-08-26,2008,laserfiche,minutes,other,08-26-2008
added,laserfiche__113027__minutes,2006-04-18,2006,laserfiche,minutes,other,ccreg 04-18-06
added,laserfiche__312739__minutes,2004-11-10,2005,laserfiche,minutes,other,ccrg 11-10-2004
added,laserfiche__111642__minutes,1974-09-17,1974,laserfiche,minutes,other,09-17-1974
added,laserfiche__111641__minutes,1974-09-10,1974,laserfiche,minutes,other,09-10-1974
added,laserfiche__111640__minutes,1974-09-04,1974,laserfiche,minutes,other,09-04-1974
added,laserfiche__111639__minutes,1974-09-03,1974,laserfiche,minutes,other,09-03-1974
added,laserfiche__111638__minutes,1974-08-27,1974,laserfiche,minutes,other,08-27-1974
added,laserfiche__111637__minutes,1974-08-24,1974,laserfiche,minutes,other,08-24-1974
added,laserfiche__111636__minutes,1974-08-13,1974,laserfiche,minutes,other,08-13-1974
added,laserfiche__111635__minutes,1974-08-06,1974,laserfiche,minutes,other,08-06-1974
added,laserfiche__111634__minutes,1974-07-26,1974,laserfiche,minutes,other,07-26-1974
added,laserfiche__111643__minutes,1974-07-16,1974,laserfiche,minutes,other,07-16-1974
added,laserfiche__111645__minutes,1974-01-15,1974,laserfiche,minutes,other,01-15-1974
added,laserfiche__111629__minutes,1973-10-02,1974,laserfiche,minutes,other,10-02-1973
added,laserfiche__485079__minutes,NA,NA,laserfiche,minutes,regular,11-9-2021 Minutes
added,laserfiche__388278__minutes,NA,NA,laserfiche,minutes,regular,12-4-2018 Minutes
