refreshed_at,documents_n,recent_documents_n,min_meeting_date,max_meeting_date,include_archive_refresh,preserved_laserfiche_rows,start_year,end_year
2026-04-19T23:29:58Z,897,92,1973-10-02,2026-04-21,FALSE,646,2019,2026
