refreshed_at,old_n,new_n,added_n,removed_n,old_destiny_n,new_destiny_n,old_laserfiche_n,new_laserfiche_n,old_minutes_n,new_minutes_n,old_agenda_packet_n,new_agenda_packet_n
2026-04-19T19:15:04Z,0,897,897,0,0,251,0,646,0,661,0,236
